_id,year,county,hospital,oshpdid,system,type of report,performance measure,# of adverse events,# of cases,risk-adjusted rate,hospital ratings,latitude,longitude
22061,2021,Solano,Kaiser Foundation Hospital & Rehab Center – Vallejo,106480989,Kaiser Foundation Hospitals,IMI,AAA Repair Endo Unrupture,0.0,8.0,0.0,As Expected,38.12839,-122.247
22062,2021,Solano,Sutter Solano Medical Center,106481094,Sutter Health,PSI,Postoperative Sepsis,0.0,391.0,0.0,As Expected,38.13109,-122.238
22063,2021,Solano,Sutter Solano Medical Center,106481094,Sutter Health,IMI,Pneumonia,9.0,102.0,12.1,As Expected,38.13109,-122.238
22066,2021,Solano,Sutter Solano Medical Center,106481094,Sutter Health,IMI,Hip Fracture,0.0,43.0,0.0,As Expected,38.13109,-122.238
22067,2021,Solano,Sutter Solano Medical Center,106481094,Sutter Health,IMI,Heart Failure,7.0,194.0,4.7,As Expected,38.13109,-122.238
22068,2021,Solano,Sutter Solano Medical Center,106481094,Sutter Health,IMI,GI Hemorrhage,4.0,99.0,4.5,As Expected,38.13109,-122.238
22071,2021,Solano,Sutter Solano Medical Center,106481094,Sutter Health,IMI,Acute Stroke Ischemic,3.0,88.0,5.5,As Expected,38.13109,-122.238
22072,2021,Solano,Sutter Solano Medical Center,106481094,Sutter Health,IMI,Acute Stroke Hemorrhagic,0.0,5.0,0.0,As Expected,38.13109,-122.238
22073,2021,Solano,Sutter Solano Medical Center,106481094,Sutter Health,IMI,Acute Stroke,3.0,93.0,8.8,As Expected,38.13109,-122.238
22074,2021,Solano,Sutter Solano Medical Center,106481094,Sutter Health,IMI,AMI,3.0,17.0,22.0,As Expected,38.13109,-122.238
22078,2021,Solano,NorthBay Medical Center,106481357,Independent/Other,PSI,Postoperative Sepsis,1.0,324.0,0.34,As Expected,38.26097,-122.05
22079,2021,Solano,NorthBay Medical Center,106481357,Independent/Other,IMI,Pneumonia,39.0,420.0,11.7,Worse,38.26097,-122.05
22081,2021,Solano,NorthBay Medical Center,106481357,Independent/Other,IMI,PCI,6.0,146.0,4.7,As Expected,38.26097,-122.05
22082,2021,Solano,NorthBay Medical Center,106481357,Independent/Other,IMI,Hip Fracture,0.0,101.0,0.0,As Expected,38.26097,-122.05
22083,2021,Solano,NorthBay Medical Center,106481357,Independent/Other,IMI,Heart Failure,16.0,506.0,3.6,As Expected,38.26097,-122.05
22084,2021,Solano,NorthBay Medical Center,106481357,Independent/Other,IMI,GI Hemorrhage,4.0,188.0,2.4,As Expected,38.26097,-122.05
22085,2021,Solano,NorthBay Medical Center,106481357,Independent/Other,IMI,Carotid Endarterectomy,0.0,18.0,0.0,As Expected,38.26097,-122.05
22086,2021,Solano,NorthBay Medical Center,106481357,Independent/Other,IMI,Acute Stroke Subarachnoid,1.0,3.0,20.5,As Expected,38.26097,-122.05
22087,2021,Solano,NorthBay Medical Center,106481357,Independent/Other,IMI,Acute Stroke Ischemic,17.0,217.0,6.6,As Expected,38.26097,-122.05
22088,2021,Solano,NorthBay Medical Center,106481357,Independent/Other,IMI,Acute Stroke Hemorrhagic,8.0,34.0,22.0,As Expected,38.26097,-122.05
22089,2021,Solano,NorthBay Medical Center,106481357,Independent/Other,IMI,Acute Stroke,26.0,254.0,10.6,As Expected,38.26097,-122.05
22090,2021,Solano,NorthBay Medical Center,106481357,Independent/Other,IMI,AMI,13.0,226.0,5.9,As Expected,38.26097,-122.05
22092,2021,Solano,NorthBay Medical Center,106481357,Independent/Other,IMI,AAA Repair Endo Unrupture,0.0,9.0,0.0,As Expected,38.26097,-122.05
22093,2021,Solano,Kaiser Foundation Hospital – Vacaville,106484044,Kaiser Foundation Hospitals,PSI,Postoperative Sepsis,5.0,459.0,1.34,As Expected,38.38949,-121.937
22094,2021,Solano,Kaiser Foundation Hospital – Vacaville,106484044,Kaiser Foundation Hospitals,IMI,Pneumonia,17.0,173.0,10.4,As Expected,38.38949,-121.937
22097,2021,Solano,Kaiser Foundation Hospital – Vacaville,106484044,Kaiser Foundation Hospitals,IMI,Hip Fracture,2.0,82.0,2.1,As Expected,38.38949,-121.937
22098,2021,Solano,Kaiser Foundation Hospital – Vacaville,106484044,Kaiser Foundation Hospitals,IMI,Heart Failure,7.0,207.0,2.8,As Expected,38.38949,-121.937
22099,2021,Solano,Kaiser Foundation Hospital – Vacaville,106484044,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,1.0,90.0,0.9,As Expected,38.38949,-121.937
22101,2021,Solano,Kaiser Foundation Hospital – Vacaville,106484044,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,1.0,4.0,44.5,As Expected,38.38949,-121.937
22102,2021,Solano,Kaiser Foundation Hospital – Vacaville,106484044,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,6.0,82.0,5.8,As Expected,38.38949,-121.937
22103,2021,Solano,Kaiser Foundation Hospital – Vacaville,106484044,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,5.0,45.0,15.6,As Expected,38.38949,-121.937
22104,2021,Solano,Kaiser Foundation Hospital – Vacaville,106484044,Kaiser Foundation Hospitals,IMI,Acute Stroke,12.0,131.0,8.7,As Expected,38.38949,-121.937
22105,2021,Solano,Kaiser Foundation Hospital – Vacaville,106484044,Kaiser Foundation Hospitals,IMI,AMI,2.0,24.0,5.4,As Expected,38.38949,-121.937
22108,2021,Sonoma,Healdsburg Hospital,106490964,Independent/Other,PSI,Postoperative Sepsis,0.0,8.0,0.0,As Expected,38.62764,-122.863
22109,2021,Sonoma,Healdsburg Hospital,106490964,Independent/Other,IMI,Pneumonia,0.0,39.0,0.0,As Expected,38.62764,-122.863
22112,2021,Sonoma,Healdsburg Hospital,106490964,Independent/Other,IMI,Hip Fracture,0.0,7.0,0.0,As Expected,38.62764,-122.863
22113,2021,Sonoma,Healdsburg Hospital,106490964,Independent/Other,IMI,Heart Failure,0.0,16.0,0.0,As Expected,38.62764,-122.863
22114,2021,Sonoma,Healdsburg Hospital,106490964,Independent/Other,IMI,GI Hemorrhage,0.0,3.0,0.0,As Expected,38.62764,-122.863
22117,2021,Sonoma,Healdsburg Hospital,106490964,Independent/Other,IMI,Acute Stroke Ischemic,0.0,13.0,0.0,As Expected,38.62764,-122.863
22119,2021,Sonoma,Healdsburg Hospital,106490964,Independent/Other,IMI,Acute Stroke,0.0,13.0,0.0,As Expected,38.62764,-122.863
22123,2021,Sonoma,Petaluma Valley Hospital,106491001,Providence St. Joseph Health,PSI,Postoperative Sepsis,0.0,54.0,0.0,As Expected,38.25323,-122.633
22124,2021,Sonoma,Petaluma Valley Hospital,106491001,Providence St. Joseph Health,IMI,Pneumonia,7.0,88.0,12.1,As Expected,38.25323,-122.633
22127,2021,Sonoma,Petaluma Valley Hospital,106491001,Providence St. Joseph Health,IMI,Hip Fracture,1.0,49.0,1.4,As Expected,38.25323,-122.633
22128,2021,Sonoma,Petaluma Valley Hospital,106491001,Providence St. Joseph Health,IMI,Heart Failure,0.0,80.0,0.0,As Expected,38.25323,-122.633
22129,2021,Sonoma,Petaluma Valley Hospital,106491001,Providence St. Joseph Health,IMI,GI Hemorrhage,3.0,12.0,11.8,Worse,38.25323,-122.633
22132,2021,Sonoma,Petaluma Valley Hospital,106491001,Providence St. Joseph Health,IMI,Acute Stroke Ischemic,1.0,53.0,3.0,As Expected,38.25323,-122.633
22134,2021,Sonoma,Petaluma Valley Hospital,106491001,Providence St. Joseph Health,IMI,Acute Stroke,1.0,55.0,4.1,As Expected,38.25323,-122.633
22135,2021,Sonoma,Petaluma Valley Hospital,106491001,Providence St. Joseph Health,IMI,AMI,1.0,10.0,4.1,As Expected,38.25323,-122.633
22139,2021,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Providence St. Joseph Health,PSI,Postoperative Sepsis,1.0,600.0,0.24,As Expected,38.4429,-122.701
22140,2021,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Providence St. Joseph Health,IMI,Pneumonia,25.0,241.0,8.9,As Expected,38.4429,-122.701
22142,2021,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Providence St. Joseph Health,IMI,PCI,4.0,213.0,2.6,As Expected,38.4429,-122.701
22143,2021,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Providence St. Joseph Health,IMI,Hip Fracture,5.0,161.0,2.3,As Expected,38.4429,-122.701
22144,2021,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Providence St. Joseph Health,IMI,Heart Failure,10.0,393.0,2.4,As Expected,38.4429,-122.701
22145,2021,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Providence St. Joseph Health,IMI,GI Hemorrhage,11.0,359.0,3.2,As Expected,38.4429,-122.701
22146,2021,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Providence St. Joseph Health,IMI,Carotid Endarterectomy,1.0,16.0,17.3,As Expected,38.4429,-122.701
22147,2021,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Providence St. Joseph Health,IMI,Acute Stroke Subarachnoid,3.0,6.0,36.5,As Expected,38.4429,-122.701
22148,2021,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Providence St. Joseph Health,IMI,Acute Stroke Ischemic,18.0,209.0,7.0,As Expected,38.4429,-122.701
22149,2021,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Providence St. Joseph Health,IMI,Acute Stroke Hemorrhagic,17.0,70.0,26.2,As Expected,38.4429,-122.701
22150,2021,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Providence St. Joseph Health,IMI,Acute Stroke,38.0,285.0,11.9,Worse,38.4429,-122.701
22151,2021,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Providence St. Joseph Health,IMI,AMI,21.0,323.0,6.2,As Expected,38.4429,-122.701
22153,2021,Sonoma,Providence Santa Rosa Memorial Hospital – Montgomery,106491064,Providence St. Joseph Health,IMI,AAA Repair Endo Unrupture,0.0,7.0,0.0,As Expected,38.4429,-122.701
22154,2021,Sonoma,Sonoma Valley Hospital,106491076,Independent/Other,PSI,Postoperative Sepsis,0.0,65.0,0.0,As Expected,38.28841,-122.465
22155,2021,Sonoma,Sonoma Valley Hospital,106491076,Independent/Other,IMI,Pneumonia,2.0,32.0,6.6,As Expected,38.28841,-122.465
22158,2021,Sonoma,Sonoma Valley Hospital,106491076,Independent/Other,IMI,Hip Fracture,1.0,27.0,3.2,As Expected,38.28841,-122.465
22159,2021,Sonoma,Sonoma Valley Hospital,106491076,Independent/Other,IMI,Heart Failure,2.0,33.0,2.6,As Expected,38.28841,-122.465
22163,2021,Sonoma,Sonoma Valley Hospital,106491076,Independent/Other,IMI,Acute Stroke Ischemic,0.0,28.0,0.0,As Expected,38.28841,-122.465
22165,2021,Sonoma,Sonoma Valley Hospital,106491076,Independent/Other,IMI,Acute Stroke,0.0,28.0,0.0,As Expected,38.28841,-122.465
22169,2021,Sonoma,Sonoma Specialty Hospital,106491338,Independent/Other,PSI,Postoperative Sepsis,0.0,7.0,0.0,As Expected,38.39825,-122.821
22180,2021,Sonoma,Sonoma Specialty Hospital,106491338,Independent/Other,IMI,Acute Stroke,0.0,3.0,0.0,As Expected,38.39825,-122.821
22184,2021,Sonoma,Kaiser Foundation Hospital – Santa Rosa,106494019,Kaiser Foundation Hospitals,PSI,Postoperative Sepsis,2.0,241.0,0.51,As Expected,38.47087,-122.731
22185,2021,Sonoma,Kaiser Foundation Hospital – Santa Rosa,106494019,Kaiser Foundation Hospitals,IMI,Pneumonia,22.0,302.0,10.9,As Expected,38.47087,-122.731
22188,2021,Sonoma,Kaiser Foundation Hospital – Santa Rosa,106494019,Kaiser Foundation Hospitals,IMI,Hip Fracture,6.0,143.0,3.9,As Expected,38.47087,-122.731
22189,2021,Sonoma,Kaiser Foundation Hospital – Santa Rosa,106494019,Kaiser Foundation Hospitals,IMI,Heart Failure,8.0,383.0,2.1,As Expected,38.47087,-122.731
22190,2021,Sonoma,Kaiser Foundation Hospital – Santa Rosa,106494019,Kaiser Foundation Hospitals,IMI,GI Hemorrhage,7.0,246.0,3.5,As Expected,38.47087,-122.731
22191,2021,Sonoma,Kaiser Foundation Hospital – Santa Rosa,106494019,Kaiser Foundation Hospitals,IMI,Carotid Endarterectomy,0.0,16.0,0.0,As Expected,38.47087,-122.731
22192,2021,Sonoma,Kaiser Foundation Hospital – Santa Rosa,106494019,Kaiser Foundation Hospitals,IMI,Acute Stroke Subarachnoid,0.0,6.0,0.0,As Expected,38.47087,-122.731
22193,2021,Sonoma,Kaiser Foundation Hospital – Santa Rosa,106494019,Kaiser Foundation Hospitals,IMI,Acute Stroke Ischemic,12.0,159.0,9.3,Worse,38.47087,-122.731
22194,2021,Sonoma,Kaiser Foundation Hospital – Santa Rosa,106494019,Kaiser Foundation Hospitals,IMI,Acute Stroke Hemorrhagic,7.0,37.0,42.5,As Expected,38.47087,-122.731
22195,2021,Sonoma,Kaiser Foundation Hospital – Santa Rosa,106494019,Kaiser Foundation Hospitals,IMI,Acute Stroke,19.0,202.0,16.2,Worse,38.47087,-122.731
22196,2021,Sonoma,Kaiser Foundation Hospital – Santa Rosa,106494019,Kaiser Foundation Hospitals,IMI,AMI,1.0,50.0,2.2,As Expected,38.47087,-122.731
22198,2021,Sonoma,Kaiser Foundation Hospital – Santa Rosa,106494019,Kaiser Foundation Hospitals,IMI,AAA Repair Endo Unrupture,0.0,5.0,0.0,As Expected,38.47087,-122.731
22199,2021,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Sutter Health,PSI,Postoperative Sepsis,0.0,1101.0,0.0,As Expected,38.49636,-122.751
22200,2021,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Sutter Health,IMI,Pneumonia,6.0,95.0,6.9,As Expected,38.49636,-122.751
22202,2021,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Sutter Health,IMI,PCI,5.0,140.0,2.5,As Expected,38.49636,-122.751
22203,2021,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Sutter Health,IMI,Hip Fracture,2.0,68.0,3.5,As Expected,38.49636,-122.751
22204,2021,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Sutter Health,IMI,Heart Failure,5.0,239.0,1.6,As Expected,38.49636,-122.751
22205,2021,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Sutter Health,IMI,GI Hemorrhage,4.0,181.0,2.6,As Expected,38.49636,-122.751
22206,2021,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Sutter Health,IMI,Carotid Endarterectomy,0.0,3.0,0.0,As Expected,38.49636,-122.751
22208,2021,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Sutter Health,IMI,Acute Stroke Ischemic,1.0,101.0,1.5,As Expected,38.49636,-122.751
22209,2021,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Sutter Health,IMI,Acute Stroke Hemorrhagic,0.0,4.0,0.0,As Expected,38.49636,-122.751
22210,2021,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Sutter Health,IMI,Acute Stroke,1.0,107.0,2.2,As Expected,38.49636,-122.751
22211,2021,Sonoma,Sutter Santa Rosa Regional Hospital,106494106,Sutter Health,IMI,AMI,8.0,205.0,4.8,As Expected,38.49636,-122.751
22215,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,PSI,Postoperative Sepsis,1.0,528.0,0.32,As Expected,37.66439,-120.996
22216,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,IMI,Pneumonia,71.0,600.0,11.7,Worse,37.66439,-120.996
22218,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,IMI,PCI,24.0,324.0,5.9,As Expected,37.66439,-120.996
22219,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,IMI,Hip Fracture,6.0,161.0,5.0,Worse,37.66439,-120.996
22220,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,IMI,Heart Failure,25.0,674.0,4.3,As Expected,37.66439,-120.996
22221,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,IMI,GI Hemorrhage,16.0,425.0,4.6,Worse,37.66439,-120.996
22222,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,IMI,Carotid Endarterectomy,1.0,73.0,2.6,As Expected,37.66439,-120.996
22223,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,IMI,Acute Stroke Subarachnoid,12.0,56.0,26.9,As Expected,37.66439,-120.996
22224,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,IMI,Acute Stroke Ischemic,52.0,710.0,3.9,Better,37.66439,-120.996
22225,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,IMI,Acute Stroke Hemorrhagic,49.0,193.0,19.7,As Expected,37.66439,-120.996
22226,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,IMI,Acute Stroke,113.0,959.0,7.7,As Expected,37.66439,-120.996
22227,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,IMI,AMI,50.0,536.0,9.2,Worse,37.66439,-120.996
22228,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,IMI,AAA Repair Open Unrupture,0.0,3.0,0.0,As Expected,37.66439,-120.996
22229,2021,Stanislaus,Doctors Medical Center,106500852,Tenet Healthcare Corporation,IMI,AAA Repair Endo Unrupture,1.0,10.0,18.2,As Expected,37.66439,-120.996
22231,2021,Stanislaus,Emanuel Medical Center,106500867,Tenet Healthcare Corporation,Elective PCI,Elective PCI Stroke,0.0,100.0,0.0,As Expected,37.51052,-120.83966
22232,2021,Stanislaus,Emanuel Medical Center,106500867,Tenet Healthcare Corporation,Elective PCI,Elective PCI Mortality,0.0,100.0,0.0,As Expected,37.51052,-120.83966
22233,2021,Stanislaus,Emanuel Medical Center,106500867,Tenet Healthcare Corporation,PSI,Postoperative Sepsis,0.0,117.0,0.0,As Expected,37.51052,-120.839
22234,2021,Stanislaus,Emanuel Medical Center,106500867,Tenet Healthcare Corporation,IMI,Pneumonia,39.0,474.0,8.1,As Expected,37.51052,-120.839
22236,2021,Stanislaus,Emanuel Medical Center,106500867,Tenet Healthcare Corporation,IMI,PCI,12.0,197.0,6.9,As Expected,37.51052,-120.839
22237,2021,Stanislaus,Emanuel Medical Center,106500867,Tenet Healthcare Corporation,IMI,Hip Fracture,1.0,71.0,1.6,As Expected,37.51052,-120.839
22238,2021,Stanislaus,Emanuel Medical Center,106500867,Tenet Healthcare Corporation,IMI,Heart Failure,11.0,515.0,2.7,As Expected,37.51052,-120.839
22239,2021,Stanislaus,Emanuel Medical Center,106500867,Tenet Healthcare Corporation,IMI,GI Hemorrhage,7.0,207.0,3.3,As Expected,37.51052,-120.839
22240,2021,Stanislaus,Emanuel Medical Center,106500867,Tenet Healthcare Corporation,IMI,Carotid Endarterectomy,0.0,3.0,0.0,As Expected,37.51052,-120.839
22242,2021,Stanislaus,Emanuel Medical Center,106500867,Tenet Healthcare Corporation,IMI,Acute Stroke Ischemic,1.0,109.0,1.5,As Expected,37.51052,-120.839
22244,2021,Stanislaus,Emanuel Medical Center,106500867,Tenet Healthcare Corporation,IMI,Acute Stroke,1.0,110.0,2.5,As Expected,37.51052,-120.839
22245,2021,Stanislaus,Emanuel Medical Center,106500867,Tenet Healthcare Corporation,IMI,AMI,16.0,326.0,5.6,As Expected,37.51052,-120.839
22249,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,PSI,Postoperative Sepsis,8.0,1370.0,0.91,As Expected,37.66868,-120.973
22250,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,IMI,Pneumonia,14.0,381.0,6.9,As Expected,37.66868,-120.973
22251,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,IMI,Pancreatic Resection,0.0,14.0,0.0,As Expected,37.66868,-120.973
22252,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,IMI,PCI,13.0,308.0,4.6,As Expected,37.66868,-120.973
22253,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,IMI,Hip Fracture,1.0,199.0,0.6,As Expected,37.66868,-120.973
22254,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,IMI,Heart Failure,19.0,837.0,2.3,As Expected,37.66868,-120.973
22255,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,IMI,GI Hemorrhage,8.0,555.0,1.9,As Expected,37.66868,-120.973
22256,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,IMI,Carotid Endarterectomy,1.0,81.0,1.0,As Expected,37.66868,-120.973
22257,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,IMI,Acute Stroke Subarachnoid,1.0,5.0,14.5,As Expected,37.66868,-120.973
22258,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,IMI,Acute Stroke Ischemic,7.0,281.0,4.2,As Expected,37.66868,-120.973
22259,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,IMI,Acute Stroke Hemorrhagic,9.0,62.0,13.2,As Expected,37.66868,-120.973
22260,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,IMI,Acute Stroke,17.0,348.0,6.3,As Expected,37.66868,-120.973
22261,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,IMI,AMI,14.0,280.0,4.1,As Expected,37.66868,-120.973
22263,2021,Stanislaus,Memorial Medical Center – Modesto,106500939,Sutter Health,IMI,AAA Repair Endo Unrupture,0.0,18.0,0.0,As Expected,37.66868,-120.973
22264,2021,Stanislaus,Oak Valley Hospital District,106500967,Independent/Other,IMI,Pneumonia,1.0,23.0,6.4,As Expected,37.75782,-120.86
22267,2021,Stanislaus,Oak Valley Hospital District,106500967,Independent/Other,IMI,Hip Fracture,0.0,4.0,0.0,As Expected,37.75782,-120.86
22268,2021,Stanislaus,Oak Valley Hospital District,106500967,Independent/Other,IMI,Heart Failure,0.0,23.0,0.0,As Expected,37.75782,-120.86
22272,2021,Stanislaus,Oak Valley Hospital District,106500967,Independent/Other,IMI,Acute Stroke Ischemic,0.0,6.0,0.0,As Expected,37.75782,-120.86
22274,2021,Stanislaus,Oak Valley Hospital District,106500967,Independent/Other,IMI,Acute Stroke,0.0,6.0,0.0,As Expected,37.75782,-120.86
22278,2021,Stanislaus,Stanislaus Surgical Hospital,106504038,Independent/Other,PSI,Postoperative Sepsis,0.0,298.0,0.0,As Expected,37.66395,-120.957
22280,2021,Stanislaus,Kaiser Foundation Hospital – Modesto,106504042,Kaiser Foundation Hospitals,Elective PCI,Elective PCI Stroke,0.0,9.0,0.0,As Expected,37.70629,-121.05242
22281,2021,Stanislaus,Kaiser Foundation Hospital – Modesto,106504042,Kaiser Foundation Hospitals,Elective PCI,Elective PCI Mortality,0.0,9.0,0.0,As Expected,37.70629,-121.05242
22282,2021,Sutter,Sutter Surgical Hospital – North Valley,106514030,Sutter Health,PSI,Postoperative Sepsis,1.0,227.0,0.73,As Expected,39.13216,-121.613
22283,2021,Tehama,St. Elizabeth Community Hospital,106521041,Dignity Health,PSI,Postoperative Sepsis,0.0,76.0,0.0,As Expected,40.1495,-122.218
22284,2021,Tehama,St. Elizabeth Community Hospital,106521041,Dignity Health,IMI,Pneumonia,7.0,106.0,9.0,As Expected,40.1495,-122.218
22287,2021,Tehama,St. Elizabeth Community Hospital,106521041,Dignity Health,IMI,Hip Fracture,2.0,76.0,3.3,As Expected,40.1495,-122.218
22288,2021,Tehama,St. Elizabeth Community Hospital,106521041,Dignity Health,IMI,Heart Failure,4.0,145.0,1.8,As Expected,40.1495,-122.218
22289,2021,Tehama,St. Elizabeth Community Hospital,106521041,Dignity Health,IMI,GI Hemorrhage,2.0,62.0,4.2,As Expected,40.1495,-122.218
22292,2021,Tehama,St. Elizabeth Community Hospital,106521041,Dignity Health,IMI,Acute Stroke Ischemic,2.0,67.0,3.2,As Expected,40.1495,-122.218
22294,2021,Tehama,St. Elizabeth Community Hospital,106521041,Dignity Health,IMI,Acute Stroke,4.0,69.0,7.9,As Expected,40.1495,-122.218
22295,2021,Tehama,St. Elizabeth Community Hospital,106521041,Dignity Health,IMI,AMI,1.0,9.0,10.8,As Expected,40.1495,-122.218
22298,2021,Trinity,Trinity Hospital,106531059,Independent/Other,IMI,Pneumonia,2.0,7.0,40.3,As Expected,40.73784,-122.94
22302,2021,Trinity,Trinity Hospital,106531059,Independent/Other,IMI,Heart Failure,0.0,7.0,0.0,As Expected,40.73784,-122.94
22306,2021,Trinity,Trinity Hospital,106531059,Independent/Other,IMI,Acute Stroke Ischemic,0.0,3.0,0.0,As Expected,40.73784,-122.94
22308,2021,Trinity,Trinity Hospital,106531059,Independent/Other,IMI,Acute Stroke,0.0,4.0,0.0,As Expected,40.73784,-122.94
22313,2021,Tulare,Kaweah Health Medical Center,106540734,Independent/Other,PSI,Postoperative Sepsis,7.0,1010.0,0.65,As Expected,36.32753,-119.293
22314,2021,Tulare,Kaweah Health Medical Center,106540734,Independent/Other,IMI,Pneumonia,51.0,569.0,11.5,Worse,36.32753,-119.293
22316,2021,Tulare,Kaweah Health Medical Center,106540734,Independent/Other,IMI,PCI,25.0,366.0,7.2,Worse,36.32753,-119.293
22317,2021,Tulare,Kaweah Health Medical Center,106540734,Independent/Other,IMI,Hip Fracture,6.0,229.0,3.3,As Expected,36.32753,-119.293
22318,2021,Tulare,Kaweah Health Medical Center,106540734,Independent/Other,IMI,Heart Failure,44.0,1045.0,5.2,Worse,36.32753,-119.293
22319,2021,Tulare,Kaweah Health Medical Center,106540734,Independent/Other,IMI,GI Hemorrhage,13.0,535.0,2.7,As Expected,36.32753,-119.293
22320,2021,Tulare,Kaweah Health Medical Center,106540734,Independent/Other,IMI,Carotid Endarterectomy,1.0,46.0,3.9,As Expected,36.32753,-119.293
22321,2021,Tulare,Kaweah Health Medical Center,106540734,Independent/Other,IMI,Acute Stroke Subarachnoid,5.0,9.0,23.5,As Expected,36.32753,-119.293
22322,2021,Tulare,Kaweah Health Medical Center,106540734,Independent/Other,IMI,Acute Stroke Ischemic,21.0,390.0,8.1,Worse,36.32753,-119.293
22323,2021,Tulare,Kaweah Health Medical Center,106540734,Independent/Other,IMI,Acute Stroke Hemorrhagic,17.0,101.0,24.0,As Expected,36.32753,-119.293
22324,2021,Tulare,Kaweah Health Medical Center,106540734,Independent/Other,IMI,Acute Stroke,43.0,500.0,11.7,Worse,36.32753,-119.293
22325,2021,Tulare,Kaweah Health Medical Center,106540734,Independent/Other,IMI,AMI,45.0,480.0,8.3,Worse,36.32753,-119.293
22327,2021,Tulare,Kaweah Health Medical Center,106540734,Independent/Other,IMI,AAA Repair Endo Unrupture,0.0,22.0,0.0,As Expected,36.32753,-119.293
22329,2021,Tulare,Sierra View Medical Center,106540798,Independent/Other,Elective PCI,Elective PCI Stroke,0.0,52.0,0.0,As Expected,36.06948,-119.02727
22330,2021,Tulare,Sierra View Medical Center,106540798,Independent/Other,Elective PCI,Elective PCI Mortality,0.0,52.0,0.0,As Expected,36.06948,-119.02727
22331,2021,Tulare,Sierra View Medical Center,106540798,Independent/Other,PSI,Postoperative Sepsis,1.0,181.0,1.38,As Expected,36.06948,-119.027
22332,2021,Tulare,Sierra View Medical Center,106540798,Independent/Other,IMI,Pneumonia,19.0,224.0,9.3,As Expected,36.06948,-119.027
22334,2021,Tulare,Sierra View Medical Center,106540798,Independent/Other,IMI,PCI,1.0,37.0,3.3,As Expected,36.06948,-119.027
